outcome,city,city_key,gii_group,region,gini,population_fraction,activity_fraction
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.45319465081723626,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.45579494799405645,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4580237741456166,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4606240713224368,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4632243684992571,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.46545319465081725,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.46805349182763745,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.47065378900445765,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4728826151560178,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.475482912332838,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.47808320950965827,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.48031203566121844,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.48291233283803864,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.48551263001485884,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.487741456166419,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4903417533432392,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.49294205052005946,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.49517087667161963,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.49777117384843983,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5026002971768202,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5052005943536404,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5074294205052006,0.0
